Segment,Product Code,Name of Instrument,Slab/Qty,Price/Unit (Rs.),FOC Reagents Rs.,Warranty,Payment Terms
FIA,SAAFIA-02,FloQuant,1,"75,000","Kits worth up to Rs 10,000 on TP",2 Years,25% Advance & 3 PDCs
