Product Code,Material Description,Pack Size (T),New MRP / Kit (with GST) Rs.,CTP Rs.,Saarthi Price Rs.,Transfer Price Rs.,5 Kits Rs.,10 Kits Rs.
HPLDBT-01,HbA1c Kit (HPLC),2x400 Tests,"323,100","96,162","92,000","86,545","52,000","48,000"
